선수명,포지션,타율,타석,타수,득점,안타,2루타,3루타,홈런,타점,사구,볼넷,삼진,병살타,고의4구,희생번트,희생플라이,출루율,장타율,OPS,타순,팀명,1루타,도루허용,도루저지,수비 승리 기여도,득점권타율,추정득점
박시원,좌익수,0.25,35,32,6,8,1,0,1,5,0,3,8,1,0,0,0,0.314,0.375,0.689,7,NC,6,1,0,0.037,0.357,3.766
김성욱,중견수,0.231,72,65,7,15,1,0,3,12,3,4,16,1,0,0,0,0.306,0.385,0.691,7,NC,11,9,2,0.25,0.232,8.902
김형준,포수,0.203,78,64,8,13,3,0,3,12,0,11,24,3,0,1,2,0.312,0.391,0.703,7,NC,7,0,0,0.747,0.185,8.608
박한결,좌익수,0.083,13,12,0,1,0,0,0,1,0,1,3,0,0,0,0,0.154,0.083,0.237,7,NC,1,0,0,-0.336,0.091,-0.17399999999999993
천재환,중견수,0.286,15,14,3,4,1,0,0,2,0,1,4,1,0,0,0,0.333,0.357,0.69,8,NC,3,5,0,-0.41,0.25,2.1579999999999995
김주원,유격수,0.229,42,35,6,8,2,0,1,5,3,4,10,0,0,0,0,0.357,0.371,0.728,8,NC,5,9,2,1.911,0.188,6.229999999999999
김형준,포수,0.217,208,175,22,38,5,0,10,25,2,25,77,1,0,4,2,0.319,0.417,0.736,8,NC,23,0,0,0.747,0.185,26.264
도태훈,3루수,0.2,11,10,2,2,0,0,0,0,0,1,3,0,0,0,0,0.273,0.2,0.473,8,NC,2,0,0,0.147,0.2,0.5960000000000001
박세혁,포수,0.164,66,55,4,9,1,0,1,3,2,6,24,0,0,3,0,0.27,0.236,0.506,8,NC,7,2,0,0.073,0.13,4.528
김성욱,중견수,0.091,12,11,2,1,0,0,1,1,1,0,1,1,0,0,0,0.167,0.364,0.531,8,NC,0,9,2,0.25,0.232,1.4819999999999998
서호철,3루수,0.294,39,34,8,10,1,0,2,7,0,4,6,0,0,1,0,0.368,0.5,0.868,9,NC,7,1,3,-0.096,0.244,5.511999999999999
도태훈,3루수,0.219,45,32,3,7,1,0,0,4,3,8,6,1,0,2,0,0.419,0.25,0.669,9,NC,6,0,0,0.147,0.2,4.872
김주원,유격수,0.176,208,170,19,30,4,1,4,19,11,18,54,2,0,7,2,0.294,0.282,0.576,9,NC,21,9,2,1.911,0.188,18.268
김휘집,유격수,0.167,14,12,2,2,0,0,1,2,1,1,6,0,0,0,0,0.286,0.417,0.703,9,NC,1,2,2,-0.04,0.222,1.392
김성욱,중견수,0.158,21,19,1,3,0,0,0,0,1,1,5,0,0,0,0,0.238,0.158,0.396,9,NC,3,9,2,0.25,0.232,1.68
