선수명,포지션,타율,타석,타수,득점,안타,2루타,3루타,홈런,타점,사구,볼넷,삼진,병살타,고의4구,희생번트,희생플라이,출루율,장타율,OPS,타순,팀명,1루타,도루허용,도루저지,수비 승리 기여도,득점권타율,추정득점
김태연,1루수,0.23,72,61,8,14,9,0,1,9,1,8,18,1,0,2,0,0.329,0.426,0.755,6,한화,4,3,2,-0.65,0.281,8.216000000000001
문현빈,2루수,0.156,49,45,4,7,1,1,0,4,0,3,12,0,0,1,0,0.208,0.222,0.43,6,한화,5,2,4,-0.449,0.259,0.8839999999999995
최재훈,포수,0.059,26,17,2,1,0,0,0,2,1,4,5,0,0,2,2,0.25,0.059,0.309,6,한화,1,0,0,0.49,0.231,1.5400000000000003
김태연,1루수,0.429,31,28,7,12,2,0,1,5,0,3,4,1,0,0,0,0.484,0.607,1.091,7,한화,9,3,2,-0.65,0.281,6.457999999999997
하주석,유격수,0.4,23,20,1,8,1,0,0,1,0,3,4,0,0,0,0,0.478,0.45,0.928,7,한화,7,1,2,-0.079,0.231,3.6680000000000006
이재원,포수,0.395,41,38,2,15,1,0,0,7,0,1,4,1,0,0,2,0.39,0.421,0.811,7,한화,14,0,0,0.209,0.348,6.328
최재훈,포수,0.362,60,47,9,17,5,0,0,7,6,7,7,1,0,0,0,0.5,0.468,0.968,7,한화,12,0,0,0.49,0.231,10.894
문현빈,2루수,0.333,46,39,7,13,3,0,2,5,0,7,9,0,0,0,0,0.435,0.564,0.999,7,한화,8,2,4,-0.449,0.259,8.088000000000001
황영묵,유격수,0.245,51,49,5,12,2,1,2,4,1,1,5,1,0,0,0,0.275,0.449,0.724,7,한화,7,3,6,0.11,0.319,4.419999999999998
이도윤,유격수,0.211,22,19,2,4,0,0,0,2,0,3,3,1,0,0,0,0.318,0.211,0.529,7,한화,4,6,3,0.316,0.338,1.3959999999999995
황영묵,유격수,0.371,37,35,8,13,2,0,0,3,0,2,5,2,0,0,0,0.405,0.429,0.834,8,한화,11,3,6,0.11,0.319,3.4799999999999995
이도윤,유격수,0.291,98,86,12,25,1,1,0,12,0,8,14,0,0,3,1,0.347,0.326,0.673,8,한화,23,6,3,0.316,0.338,10.988
최재훈,포수,0.26,68,50,9,13,2,0,1,5,5,9,9,2,0,2,2,0.409,0.36,0.769,8,한화,10,0,0,0.49,0.231,9.318000000000001
장진혁,중견수,0.214,16,14,3,3,0,0,0,0,0,1,3,0,0,1,0,0.267,0.214,0.481,8,한화,3,9,4,0.01,0.256,1.2059999999999997
문현빈,2루수,0.2,27,25,1,5,1,0,1,2,1,1,8,1,0,0,0,0.259,0.36,0.619,8,한화,3,2,4,-0.449,0.259,1.186
이재원,포수,0.156,38,32,1,5,0,0,0,1,2,3,5,1,0,1,0,0.27,0.156,0.426,8,한화,5,0,0,0.209,0.348,1.4000000000000004
하주석,유격수,0.105,23,19,2,2,1,0,0,0,0,3,8,0,0,1,0,0.227,0.158,0.385,8,한화,1,1,2,-0.079,0.231,0.22600000000000028
최재훈,포수,0.309,66,55,6,17,1,0,0,5,4,6,10,3,0,1,0,0.415,0.327,0.742,9,한화,16,0,0,0.49,0.231,7.550000000000002
이도윤,유격수,0.257,78,70,8,18,2,1,0,11,1,6,10,2,0,0,1,0.321,0.314,0.635,9,한화,15,6,3,0.316,0.338,7.3500000000000005
이원석,중견수,0.25,14,12,1,3,0,0,0,2,0,1,7,0,0,1,0,0.308,0.25,0.558,9,한화,3,4,1,0.374,0.25,1.4140000000000001
장진혁,중견수,0.208,53,48,10,10,2,0,2,10,1,4,14,2,0,0,0,0.283,0.375,0.658,9,한화,6,9,4,0.01,0.256,5.087999999999999
황영묵,유격수,0.167,14,12,0,2,0,0,0,1,0,2,0,0,0,0,0,0.286,0.167,0.453,9,한화,2,3,6,0.11,0.319,-0.5999999999999996
문현빈,2루수,0.067,15,15,0,1,0,0,0,0,0,0,4,1,0,0,0,0.067,0.067,0.134,9,한화,1,2,4,-0.449,0.259,-2.082
